original_character_resp.keys,trials_character_original.thisRepN,trials_character_original.thisTrialN,trials_character_original.thisN,trials_character_original.thisIndex,trials_character_original.ran,original_character_options,correct_character_options,id,date,expName,psychopyVersion,OS,frameRate,edited_character_resp.keys,edited_character_resp.corr,edited_character_resp.rt,trials_character_edited.thisRepN,trials_character_edited.thisTrialN,trials_character_edited.thisN,trials_character_edited.thisIndex,trials_character_edited.ran,edited_character_options,seed_response.keys,seed_response.corr,seed_response.rt,trials_seeds.thisRepN,trials_seeds.thisTrialN,trials_seeds.thisN,trials_seeds.thisIndex,trials_seeds.ran,seed_options,correctSeednumber,tree_response.keys,tree_response.corr,tree_response.rt,trials_tree.thisRepN,trials_tree.thisTrialN,trials_tree.thisN,trials_tree.thisIndex,trials_tree.ran,tree_options,correctTreenumber,token_original_resp.keys,token_original_resp.corr,trials_tokens_original.thisRepN,trials_tokens_original.thisTrialN,trials_tokens_original.thisN,trials_tokens_original.thisIndex,trials_tokens_original.ran,original_token_options,correct_token_options,token_edited_resp.keys,token_edited_resp.corr,token_edited_resp.rt,trials_tokens_edited.thisRepN,trials_tokens_edited.thisTrialN,trials_tokens_edited.thisN,trials_tokens_edited.thisIndex,trials_tokens_edited.ran,edited_token_options,gaze_response.keys,gaze_response.corr,gaze_response.rt,key_resp_6.keys,trials_gaze.thisRepN,trials_gaze.thisTrialN,trials_gaze.thisN,trials_gaze.thisIndex,trials_gaze.ran,options,correctGazeanswer,landscapeA_resp.keys,landscapeA_resp.corr,trials_sight_color.thisRepN,trials_sight_color.thisTrialN,trials_sight_color.thisN,trials_sight_color.thisIndex,trials_sight_color.ran,landscape_options,correct_landscape_options,landscapeB_resp.keys,landscapeB_resp.corr,landscapeB_resp.rt,trials_sight_black.thisRepN,trials_sight_black.thisTrialN,trials_sight_black.thisN,trials_sight_black.thisIndex,trials_sight_black.ran
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,2,1,3.361,0,2,2,5,1,orange_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,1,1,1.295,0,3,3,11,1,gul_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,3,1,0.9081,0,4,4,15,1,gul_3_original.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,2,1,0.9864,0,5,5,13,1,gul_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,0,1,4.6954,0,6,6,0,1,orange_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,1,1,0.6099,0,7,7,2,1,orange_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,0,1,1.7938,0,8,8,8,1,gul_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,3,1,0.7987,0,9,9,6,1,orange_3_grey.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,1,1,1.1313,0,10,10,3,1,orange_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,3,1,0.8839,0,11,11,7,1,orange_3_original.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,2,1,0.7745,0,12,12,12,1,gul_2_grey.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,0,1,2.8054,0,13,13,9,1,gul_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,3,1,1.0306,0,14,14,14,1,gul_3_grey.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,0,1,1.9691,0,15,15,1,1,orange_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,2,1,2.8181,0,0,0,11,1,edited_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,2,1,3.5073,0,1,1,6,1,edited_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,4,0,1.7535,0,2,2,0,1,original_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,4,1,4.1065,0,3,3,3,1,edited_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,3,1,3.0981,0,4,4,8,1,original_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,2,0,1.7595,0,5,5,12,1,original_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,3,0,3.8418,0,6,6,15,1,edited_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,2,1,2.6777,0,7,7,4,1,original_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,4,1,2.8768,0,8,8,5,1,original_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,1,1,0.7245,0,9,9,13,1,original_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,4,1,1.3025,0,10,10,1,1,original_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,3,1,3.9349,0,11,11,10,1,edited_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,3,1,1.4528,0,12,12,14,1,edited_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,4,1,3.834,0,13,13,7,1,edited_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,2,1,2.5042,0,14,14,9,1,original_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,3,1,1.9295,0,15,15,2,1,edited_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,1,original_tokens_blues_b.png,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,original_tokens_blues_k.png,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,4,1,original_tokens_blues_o.png,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,5,1,original_tokens_greens_h.png,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,2,1,original_tokens_blues_d.png,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,7,1,original_tokens_greens_e.png,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,6,6,1,original_tokens_greens_a.png,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,7,9,1,original_tokens_greens_g.png,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,8,8,1,original_tokens_greens_n.png,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,9,1,1,original_tokens_blues_m.png,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,e,1,2.9563,0,0,0,7,1,edited_tokens_greens_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,a,1,2.8094,0,1,1,6,1,edited_tokens_greens_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,1,2.2801,0,2,2,2,1,edited_tokens_blues_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,g,1,2.8282,0,3,3,9,1,edited_tokens_greens_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,h,1,3.905,0,4,4,5,1,edited_tokens_greens_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,1,3.4229,0,5,5,1,1,edited_tokens_blues_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,1,3.4678,0,6,6,3,1,edited_tokens_blues_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,n,1,2.4532,0,7,7,8,1,edited_tokens_greens_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,1,5.4143,0,8,8,4,1,edited_tokens_blues_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,k,1,3.6367,0,9,9,0,1,edited_tokens_blues_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,5.3881,,0,0,0,5,1,gaze3_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,4.5213,,0,1,1,8,1,gaze5_cue.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.7647,,0,2,2,6,1,gaze4_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.0925,,0,3,3,4,1,gaze3_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.9266,,0,4,4,0,1,gaze1_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.6576,,0,5,5,12,1,gaze7_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.9979,,0,6,6,3,1,gaze2_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.6783,,0,7,7,2,1,gaze2_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.6056,,0,8,8,11,1,gaze6_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.7936,,0,9,9,1,1,gaze1_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,2.0327,,0,10,10,13,1,gaze7_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,1.3281,,0,11,11,9,1,gaze5_plain.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.6529,,0,12,12,7,1,gaze4_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.6864,,0,13,13,10,1,gaze6_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,4,1,landscape_color_e.png,e,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,5,1,landscape_color_f.png,f,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,1,1,landscape_color_b.png,b,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,0,1,landscape_color_a.png,a,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,3,1,landscape_color_d.png,d,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,2,1,landscape_color_c.png,c,,,,,,,,
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_f.png,f,f,1,13.1821,0,0,0,5,1
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_e.png,e,e,1,3.3643,0,1,1,4,1
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_a.png,a,a,1,4.328,0,2,2,0,1
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_c.png,c,c,1,2.0573,0,3,3,2,1
,,,,,,,,427569,2024-03-14_12h00.07.371,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_d.png,d,d,1,1.5967,0,4,4,3,1
