original_character_resp.keys,original_character_resp.rt,trials_character_original.thisRepN,trials_character_original.thisTrialN,trials_character_original.thisN,trials_character_original.thisIndex,trials_character_original.ran,original_character_options,correct_character_options,id,date,expName,psychopyVersion,OS,frameRate,edited_character_resp.keys,edited_character_resp.corr,trials_character_edited.thisRepN,trials_character_edited.thisTrialN,trials_character_edited.thisN,trials_character_edited.thisIndex,trials_character_edited.ran,edited_character_options,seed_response.keys,seed_response.corr,seed_response.rt,trials_seeds.thisRepN,trials_seeds.thisTrialN,trials_seeds.thisN,trials_seeds.thisIndex,trials_seeds.ran,seed_options,correctSeednumber,tree_response.keys,tree_response.corr,tree_response.rt,trials_tree.thisRepN,trials_tree.thisTrialN,trials_tree.thisN,trials_tree.thisIndex,trials_tree.ran,tree_options,correctTreenumber,token_original_resp.keys,token_original_resp.corr,token_original_resp.rt,trials_tokens_original.thisRepN,trials_tokens_original.thisTrialN,trials_tokens_original.thisN,trials_tokens_original.thisIndex,trials_tokens_original.ran,original_token_options,correct_token_options,token_edited_resp.keys,token_edited_resp.corr,trials_tokens_edited.thisRepN,trials_tokens_edited.thisTrialN,trials_tokens_edited.thisN,trials_tokens_edited.thisIndex,trials_tokens_edited.ran,edited_token_options,gaze_response.keys,gaze_response.corr,gaze_response.rt,key_resp_6.keys,trials_gaze.thisRepN,trials_gaze.thisTrialN,trials_gaze.thisN,trials_gaze.thisIndex,trials_gaze.ran,options,correctGazeanswer,landscapeA_resp.keys,landscapeA_resp.corr,landscapeA_resp.rt,trials_sight_color.thisRepN,trials_sight_color.thisTrialN,trials_sight_color.thisN,trials_sight_color.thisIndex,trials_sight_color.ran,landscape_options,correct_landscape_options,landscapeB_resp.keys,landscapeB_resp.corr,trials_sight_black.thisRepN,trials_sight_black.thisTrialN,trials_sight_black.thisN,trials_sight_black.thisIndex,trials_sight_black.ran
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,2,1,1.2308,0,14,14,5,1,orange_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,0,1,2.2108,0,15,15,9,1,gul_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,6.3329,0,0,0,12,1,original_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,0,6.432,0,1,1,15,1,edited_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,4.2976,0,2,2,14,1,edited_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,1,0,2.3974,0,3,3,9,1,original_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,2,1,2.2761,0,4,4,6,1,edited_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,3.4261,0,5,5,0,1,original_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,3.2392,0,6,6,8,1,original_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,2,1,2.4352,0,7,7,4,1,original_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,4,1,2.6531,0,8,8,7,1,edited_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,3.1522,0,9,9,10,1,edited_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,1,1,2.1108,0,10,10,13,1,original_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,4,1,3.9393,0,11,11,1,1,original_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,1.9818,0,12,12,2,1,edited_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,2,1,2.909,0,13,13,11,1,edited_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,4,1,2.6356,0,14,14,5,1,original_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,4,1,3.2384,0,15,15,3,1,edited_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,3.9187,0,0,0,5,1,original_tokens_greens_h.png,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,4.1537,0,1,1,0,1,original_tokens_blues_k.png,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,3.5119,0,2,2,8,1,original_tokens_greens_n.png,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,1,2.3533,0,3,3,2,1,original_tokens_blues_d.png,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,1,2.3091,0,4,4,9,1,original_tokens_greens_g.png,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1,2.3011,0,5,5,4,1,original_tokens_blues_o.png,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1,2.1936,0,6,6,3,1,original_tokens_blues_b.png,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.5677,0,7,7,6,1,original_tokens_greens_a.png,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,3.0105,0,8,8,1,1,original_tokens_blues_m.png,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,3.9932,0,9,9,7,1,original_tokens_greens_e.png,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,0,0,0,0,1,1,edited_tokens_blues_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,,0,0,1,1,4,1,edited_tokens_blues_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,0,0,2,2,2,1,edited_tokens_blues_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,,0,0,3,3,5,1,edited_tokens_greens_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,0,0,4,4,8,1,edited_tokens_greens_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,,0,0,5,5,7,1,edited_tokens_greens_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,0,0,6,6,3,1,edited_tokens_blues_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0,0,7,7,9,1,edited_tokens_greens_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,0,0,8,8,6,1,edited_tokens_greens_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,0,0,9,9,0,1,edited_tokens_blues_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,1.3985,,0,0,0,8,1,gaze5_cue.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.8879,,0,1,1,10,1,gaze6_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,0,1.4501,,0,2,2,13,1,gaze7_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.6845,,0,3,3,11,1,gaze6_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,0,2.5051,,0,4,4,12,1,gaze7_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,2.259,,0,5,5,3,1,gaze2_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,1.6394,,0,6,6,9,1,gaze5_plain.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.8307,,0,7,7,1,1,gaze1_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,1.4269,,0,8,8,2,1,gaze2_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,down,0,3.8436,,0,9,9,5,1,gaze3_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.6974,,0,10,10,6,1,gaze4_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.308,,0,11,11,0,1,gaze1_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.1378,,0,12,12,7,1,gaze4_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.5945,,0,13,13,4,1,gaze3_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,6.9481,0,0,0,2,1,landscape_color_c.png,c,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1,2.1695,0,1,1,1,1,landscape_color_b.png,b,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,2.7141,0,2,2,5,1,landscape_color_f.png,f,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,1,3.8513,0,3,3,3,1,landscape_color_d.png,d,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,2.2101,0,4,4,0,1,landscape_color_a.png,a,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,2.5107,0,5,5,4,1,landscape_color_e.png,e,,,,,,,
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_c.png,c,,0,0,0,0,2,1
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_b.png,b,,0,0,1,1,1,1
,,,,,,,,,brætspil33445,2024-03-18_13h49.25.723,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_f.png,f,,0,0,2,2,5,1
