original_character_resp.keys,trials_character_original.thisRepN,trials_character_original.thisTrialN,trials_character_original.thisN,trials_character_original.thisIndex,trials_character_original.ran,original_character_options,correct_character_options,id,date,expName,psychopyVersion,OS,frameRate,edited_character_resp.keys,edited_character_resp.corr,edited_character_resp.rt,trials_character_edited.thisRepN,trials_character_edited.thisTrialN,trials_character_edited.thisN,trials_character_edited.thisIndex,trials_character_edited.ran,edited_character_options,seed_response.keys,seed_response.corr,seed_response.rt,trials_seeds.thisRepN,trials_seeds.thisTrialN,trials_seeds.thisN,trials_seeds.thisIndex,trials_seeds.ran,seed_options,correctSeednumber,tree_response.keys,tree_response.corr,tree_response.rt,trials_tree.thisRepN,trials_tree.thisTrialN,trials_tree.thisN,trials_tree.thisIndex,trials_tree.ran,tree_options,correctTreenumber,token_original_resp.keys,token_original_resp.corr,trials_tokens_original.thisRepN,trials_tokens_original.thisTrialN,trials_tokens_original.thisN,trials_tokens_original.thisIndex,trials_tokens_original.ran,original_token_options,correct_token_options,token_edited_resp.keys,token_edited_resp.corr,token_edited_resp.rt,trials_tokens_edited.thisRepN,trials_tokens_edited.thisTrialN,trials_tokens_edited.thisN,trials_tokens_edited.thisIndex,trials_tokens_edited.ran,edited_token_options,gaze_response.keys,gaze_response.corr,gaze_response.rt,key_resp_6.keys,trials_gaze.thisRepN,trials_gaze.thisTrialN,trials_gaze.thisN,trials_gaze.thisIndex,trials_gaze.ran,options,correctGazeanswer,landscapeA_resp.keys,landscapeA_resp.corr,trials_sight_color.thisRepN,trials_sight_color.thisTrialN,trials_sight_color.thisN,trials_sight_color.thisIndex,trials_sight_color.ran,landscape_options,correct_landscape_options,landscapeB_resp.keys,landscapeB_resp.corr,landscapeB_resp.rt,trials_sight_black.thisRepN,trials_sight_black.thisTrialN,trials_sight_black.thisN,trials_sight_black.thisIndex,trials_sight_black.ran
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,3,1,0.967,0,4,4,6,1,orange_3_grey.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,1,1,0.771,0,5,5,2,1,orange_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,0,1,3.914,0,6,6,9,1,gul_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,3,1,1.337,0,7,7,14,1,gul_3_grey.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,0,1,1.474,0,8,8,1,1,orange_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,3,1,3.096,0,9,9,7,1,orange_3_original.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,2,1,1.551,0,10,10,12,1,gul_2_grey.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,2,1,4.809,0,11,11,13,1,gul_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,0,1,1.791,0,12,12,0,1,orange_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,1,1,2.156,0,13,13,3,1,orange_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,1,1,1.666,0,14,14,10,1,gul_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,0,1,1.56,0,15,15,8,1,gul_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,2,1,3.153,0,0,0,9,1,original_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,2,1,2.439,0,1,1,6,1,edited_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,3,1,3.059,0,2,2,14,1,edited_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,2,1,1.961,0,3,3,4,1,original_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,4,1,2.707,0,4,4,3,1,edited_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,1,1,2.629,0,5,5,13,1,original_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,2,1,2.587,0,6,6,11,1,edited_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,3,1,2.664,0,7,7,8,1,original_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,3,1,2.385,0,8,8,12,1,original_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,3,1,3.753,0,9,9,2,1,edited_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,3,1,1.932,0,10,10,0,1,original_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,3,1,3.61,0,11,11,10,1,edited_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,4,1,1.749,0,12,12,7,1,edited_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,3,0,2.798,0,13,13,15,1,edited_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,4,1,2.203,0,14,14,1,1,original_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,4,1,1.996,0,15,15,5,1,original_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,1,original_tokens_blues_b.png,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,1,original_tokens_blues_k.png,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,4,1,original_tokens_blues_o.png,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,8,1,original_tokens_greens_n.png,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,6,1,original_tokens_greens_a.png,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,5,1,original_tokens_greens_h.png,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,6,7,1,original_tokens_greens_e.png,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,7,2,1,original_tokens_blues_d.png,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,8,1,1,original_tokens_blues_m.png,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,9,9,1,original_tokens_greens_g.png,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,n,1,5.112,0,0,0,8,1,edited_tokens_greens_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,g,1,2.751,0,1,1,9,1,edited_tokens_greens_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,1,3.589,0,2,2,1,1,edited_tokens_blues_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,h,1,2.413,0,3,3,5,1,edited_tokens_greens_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,1,2.969,0,4,4,3,1,edited_tokens_blues_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,1,4.039,0,5,5,2,1,edited_tokens_blues_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,a,1,1.767,0,6,6,6,1,edited_tokens_greens_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,1,3.785,0,7,7,4,1,edited_tokens_blues_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,k,1,3.188,0,8,8,0,1,edited_tokens_blues_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,e,1,2.468,0,9,9,7,1,edited_tokens_greens_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,4.117,,0,0,0,4,1,gaze3_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.166,,0,1,1,1,1,gaze1_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,3.127,,0,2,2,3,1,gaze2_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.841,,0,3,3,11,1,gaze6_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.619,,0,4,4,7,1,gaze4_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,1.107,,0,5,5,8,1,gaze5_cue.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.61,,0,6,6,6,1,gaze4_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,1.409,,0,7,7,9,1,gaze5_plain.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.9,,0,8,8,5,1,gaze3_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.237,,0,9,9,2,1,gaze2_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.172,,0,10,10,10,1,gaze6_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.325,,0,11,11,0,1,gaze1_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.888,,0,12,12,12,1,gaze7_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,0,2.005,,0,13,13,13,1,gaze7_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,1,landscape_color_c.png,c,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,3,1,landscape_color_d.png,d,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,1,1,landscape_color_b.png,b,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,5,1,landscape_color_f.png,f,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,4,1,landscape_color_e.png,e,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,0,1,landscape_color_a.png,a,,,,,,,,
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_f.png,f,f,1,3.257,0,0,0,5,1
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_d.png,d,d,1,5.068,0,1,1,3,1
,,,,,,,,gyiu98,2024-03-14_11h08.42.826,board game,2021.1.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_b.png,b,b,1,2.044,0,2,2,1,1
