original_character_resp.keys,original_character_resp.rt,trials_character_original.thisRepN,trials_character_original.thisTrialN,trials_character_original.thisN,trials_character_original.thisIndex,trials_character_original.ran,original_character_options,correct_character_options,id,date,expName,psychopyVersion,OS,frameRate,edited_character_resp.keys,edited_character_resp.corr,trials_character_edited.thisRepN,trials_character_edited.thisTrialN,trials_character_edited.thisN,trials_character_edited.thisIndex,trials_character_edited.ran,edited_character_options,seed_response.keys,seed_response.corr,seed_response.rt,trials_seeds.thisRepN,trials_seeds.thisTrialN,trials_seeds.thisN,trials_seeds.thisIndex,trials_seeds.ran,seed_options,correctSeednumber,tree_response.keys,tree_response.corr,tree_response.rt,trials_tree.thisRepN,trials_tree.thisTrialN,trials_tree.thisN,trials_tree.thisIndex,trials_tree.ran,tree_options,correctTreenumber,token_original_resp.keys,token_original_resp.corr,token_original_resp.rt,trials_tokens_original.thisRepN,trials_tokens_original.thisTrialN,trials_tokens_original.thisN,trials_tokens_original.thisIndex,trials_tokens_original.ran,original_token_options,correct_token_options,token_edited_resp.keys,token_edited_resp.corr,trials_tokens_edited.thisRepN,trials_tokens_edited.thisTrialN,trials_tokens_edited.thisN,trials_tokens_edited.thisIndex,trials_tokens_edited.ran,edited_token_options,gaze_response.keys,gaze_response.corr,gaze_response.rt,key_resp_6.keys,trials_gaze.thisRepN,trials_gaze.thisTrialN,trials_gaze.thisN,trials_gaze.thisIndex,trials_gaze.ran,options,correctGazeanswer,landscapeA_resp.keys,landscapeA_resp.corr,landscapeA_resp.rt,trials_sight_color.thisRepN,trials_sight_color.thisTrialN,trials_sight_color.thisN,trials_sight_color.thisIndex,trials_sight_color.ran,landscape_options,correct_landscape_options,landscapeB_resp.keys,landscapeB_resp.corr,trials_sight_black.thisRepN,trials_sight_black.thisTrialN,trials_sight_black.thisN,trials_sight_black.thisIndex,trials_sight_black.ran
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,1,1,1.8263,0,2,2,11,1,gul_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,0,1,3.3245,0,3,3,9,1,gul_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,3,1,1.7991,0,4,4,6,1,orange_3_grey.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,3,1,1.4299,0,5,5,14,1,gul_3_grey.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,1,1,4.2508,0,6,6,3,1,orange_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,3,1,2.1708,0,7,7,7,1,orange_3_original.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,0,1,2.2996,0,8,8,1,1,orange_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,2,1,2.1883,0,9,9,13,1,gul_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,2,1,1.2409,0,10,10,12,1,gul_2_grey.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,1,1,1.0015,0,11,11,10,1,gul_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,1,1,0.9733,0,12,12,2,1,orange_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,0,1,2.9544,0,13,13,8,1,gul_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,2,1,1.1331,0,14,14,4,1,orange_2_grey.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,0,1,3.0573,0,15,15,0,1,orange_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,3,1,2.7775,0,0,0,10,1,edited_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,3,1,2.5567,0,1,1,8,1,original_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,4,1,2.9492,0,2,2,1,1,original_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,1,1,2.4233,0,3,3,13,1,original_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,2,0,2.1814,0,4,4,12,1,original_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,2,1,2.5841,0,5,5,11,1,edited_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,2,0,2.1819,0,6,6,15,1,edited_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,4,1,2.0367,0,7,7,3,1,edited_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,4,1,2.1622,0,8,8,5,1,original_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,2,1,2.6206,0,9,9,9,1,original_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,3,1,2.0526,0,10,10,2,1,edited_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,3,1,2.5424,0,11,11,14,1,edited_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,4,1,2.042,0,12,12,7,1,edited_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,3,1,2.5977,0,13,13,0,1,original_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,2,1,2.8097,0,14,14,4,1,original_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,2,1,1.7579,0,15,15,6,1,edited_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,3.8759,0,0,0,1,1,original_tokens_blues_m.png,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,1,2.9278,0,1,1,9,1,original_tokens_greens_g.png,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1,3.7779,0,2,2,3,1,original_tokens_blues_b.png,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,1,2.1464,0,3,3,2,1,original_tokens_blues_d.png,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,3.0746,0,4,4,0,1,original_tokens_blues_k.png,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,3.1219,0,5,5,7,1,original_tokens_greens_e.png,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,2.7317,0,6,6,5,1,original_tokens_greens_h.png,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,2.5502,0,7,7,8,1,original_tokens_greens_n.png,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1,4.8851,0,8,8,4,1,original_tokens_blues_o.png,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,2.1255,0,9,9,6,1,original_tokens_greens_a.png,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,0,0,0,0,2,1,edited_tokens_blues_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,,0,0,1,1,4,1,edited_tokens_blues_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,0,0,2,2,0,1,edited_tokens_blues_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,0,0,3,3,6,1,edited_tokens_greens_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,,0,0,4,4,5,1,edited_tokens_greens_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,0,0,5,5,3,1,edited_tokens_blues_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,0,0,6,6,1,1,edited_tokens_blues_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,,0,0,7,7,7,1,edited_tokens_greens_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,0,0,8,8,8,1,edited_tokens_greens_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0,0,9,9,9,1,edited_tokens_greens_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.5214,,0,0,0,0,1,gaze1_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.0134,,0,1,1,5,1,gaze3_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.7254,,0,2,2,11,1,gaze6_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,1.2017,,0,3,3,9,1,gaze5_plain.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.8122,,0,4,4,12,1,gaze7_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.0229,,0,5,5,7,1,gaze4_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,3.0835,,0,6,6,3,1,gaze2_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.552,,0,7,7,2,1,gaze2_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.7834,,0,8,8,6,1,gaze4_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.756,,0,9,9,1,1,gaze1_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.5998,,0,10,10,13,1,gaze7_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,2.167,,0,11,11,8,1,gaze5_cue.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.8921,,0,12,12,4,1,gaze3_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.9339,,0,13,13,10,1,gaze6_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,4.0309,0,0,0,5,1,landscape_color_f.png,f,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,2.5896,0,1,1,4,1,landscape_color_e.png,e,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1,2.3205,0,2,2,1,1,landscape_color_b.png,b,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,1,1.7149,0,3,3,3,1,landscape_color_d.png,d,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.4345,0,4,4,0,1,landscape_color_a.png,a,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,2.8939,0,5,5,2,1,landscape_color_c.png,c,,,,,,,
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_c.png,c,,0,0,0,0,2,1
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_f.png,f,,0,0,1,1,5,1
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_d.png,d,,0,0,2,2,3,1
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_a.png,a,,0,0,3,3,0,1
,,,,,,,,,251100,2024-03-14_12h02.38.367,board game,2021.1.2,Win32,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_e.png,e,,0,0,4,4,4,1
