original_character_resp.keys,original_character_resp.rt,trials_character_original.thisRepN,trials_character_original.thisTrialN,trials_character_original.thisN,trials_character_original.thisIndex,trials_character_original.ran,original_character_options,correct_character_options,id,date,expName,psychopyVersion,OS,frameRate,edited_character_resp.keys,edited_character_resp.corr,trials_character_edited.thisRepN,trials_character_edited.thisTrialN,trials_character_edited.thisN,trials_character_edited.thisIndex,trials_character_edited.ran,edited_character_options,seed_response.keys,seed_response.corr,seed_response.rt,trials_seeds.thisRepN,trials_seeds.thisTrialN,trials_seeds.thisN,trials_seeds.thisIndex,trials_seeds.ran,seed_options,correctSeednumber,tree_response.keys,tree_response.corr,tree_response.rt,trials_tree.thisRepN,trials_tree.thisTrialN,trials_tree.thisN,trials_tree.thisIndex,trials_tree.ran,tree_options,correctTreenumber,token_original_resp.keys,token_original_resp.corr,token_original_resp.rt,trials_tokens_original.thisRepN,trials_tokens_original.thisTrialN,trials_tokens_original.thisN,trials_tokens_original.thisIndex,trials_tokens_original.ran,original_token_options,correct_token_options,token_edited_resp.keys,token_edited_resp.corr,trials_tokens_edited.thisRepN,trials_tokens_edited.thisTrialN,trials_tokens_edited.thisN,trials_tokens_edited.thisIndex,trials_tokens_edited.ran,edited_token_options,gaze_response.keys,gaze_response.corr,gaze_response.rt,key_resp_6.keys,trials_gaze.thisRepN,trials_gaze.thisTrialN,trials_gaze.thisN,trials_gaze.thisIndex,trials_gaze.ran,options,correctGazeanswer,landscapeA_resp.keys,landscapeA_resp.corr,landscapeA_resp.rt,trials_sight_color.thisRepN,trials_sight_color.thisTrialN,trials_sight_color.thisN,trials_sight_color.thisIndex,trials_sight_color.ran,landscape_options,correct_landscape_options,landscapeB_resp.keys,landscapeB_resp.corr,trials_sight_black.thisRepN,trials_sight_black.thisTrialN,trials_sight_black.thisN,trials_sight_black.thisIndex,trials_sight_black.ran
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,3,1,1.793,0,2,2,6,1,orange_3_grey.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,1,1,1.239,0,3,3,3,1,orange_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,0,1,1.929,0,4,4,9,1,gul_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,3,1,1.542,0,5,5,7,1,orange_3_original.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,2,1,1.012,0,6,6,5,1,orange_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,0,1,0.957,0,7,7,1,1,orange_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,2,1,0.8,0,8,8,4,1,orange_2_grey.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,0,1,0.706,0,9,9,0,1,orange_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,2,1,2.075,0,10,10,13,1,gul_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,1,1,0.997,0,11,11,11,1,gul_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,0,1,0.948,0,12,12,8,1,gul_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,1,1,0.761,0,13,13,2,1,orange_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,1,1,0.854,0,14,14,10,1,gul_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,3,1,2.125,0,15,15,15,1,gul_3_original.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,1,1,6.986,0,0,0,13,1,original_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,2,1,1.487,0,1,1,11,1,edited_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,3,1,2.327,0,2,2,14,1,edited_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,3,1,3.179,0,3,3,2,1,edited_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,4,1,2.949,0,4,4,1,1,original_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,3,1,2.694,0,5,5,8,1,original_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,2,1,2.394,0,6,6,4,1,original_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,3,1,2.948,0,7,7,0,1,original_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,4,1,2.942,0,8,8,7,1,edited_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,4,1,2.429,0,9,9,3,1,edited_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,3,0,2.247,0,10,10,15,1,edited_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,2,1,2.341,0,11,11,9,1,original_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,4,1,2.309,0,12,12,5,1,original_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,2,1,1.943,0,13,13,6,1,edited_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,3,1,2.51,0,14,14,12,1,original_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,3,1,3.232,0,15,15,10,1,edited_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,3.636,0,0,0,0,1,original_tokens_blues_k.png,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,5.153,0,1,1,6,1,original_tokens_greens_a.png,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,3.117,0,2,2,8,1,original_tokens_greens_n.png,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,2.686,0,3,3,5,1,original_tokens_greens_h.png,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,1,2.766,0,4,4,2,1,original_tokens_blues_d.png,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1,1.935,0,5,5,3,1,original_tokens_blues_b.png,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,4.233,0,6,6,7,1,original_tokens_greens_e.png,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,2.65,0,7,7,1,1,original_tokens_blues_m.png,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1,2.411,0,8,8,4,1,original_tokens_blues_o.png,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,1,2.818,0,9,9,9,1,original_tokens_greens_g.png,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,0,0,0,0,8,1,edited_tokens_greens_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,,0,0,1,1,5,1,edited_tokens_greens_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,0,0,2,2,2,1,edited_tokens_blues_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,0,0,3,3,3,1,edited_tokens_blues_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,0,0,4,4,6,1,edited_tokens_greens_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0,0,5,5,9,1,edited_tokens_greens_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,0,0,6,6,1,1,edited_tokens_blues_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,,0,0,7,7,7,1,edited_tokens_greens_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,0,0,8,8,0,1,edited_tokens_blues_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,,0,0,9,9,4,1,edited_tokens_blues_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,2.71,,0,0,0,8,1,gaze5_cue.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.827,,0,1,1,1,1,gaze1_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,0.748,,0,2,2,9,1,gaze5_plain.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.715,,0,3,3,10,1,gaze6_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.986,,0,4,4,7,1,gaze4_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,0,0.846,,0,5,5,4,1,gaze3_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.938,,0,6,6,0,1,gaze1_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.782,,0,7,7,13,1,gaze7_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,0,0.937,,0,8,8,5,1,gaze3_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.813,,0,9,9,3,1,gaze2_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.872,,0,10,10,12,1,gaze7_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.681,,0,11,11,6,1,gaze4_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,0,0.865,,0,12,12,11,1,gaze6_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.043,,0,13,13,2,1,gaze2_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,6.183,0,0,0,0,1,landscape_color_a.png,a,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,2.174,0,1,1,4,1,landscape_color_e.png,e,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1,2.003,0,2,2,1,1,landscape_color_b.png,b,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,1,2.208,0,3,3,3,1,landscape_color_d.png,d,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.875,0,4,4,5,1,landscape_color_f.png,f,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,1.877,0,5,5,2,1,landscape_color_c.png,c,,,,,,,
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_f.png,f,,0,0,0,0,5,1
,,,,,,,,,agurkaubagine,2024-04-04_17h55.03.182,board game,2021.1.2,MacIntel,59.95203837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_d.png,d,,0,0,1,1,3,1
