original_character_resp.keys,trials_character_original.thisRepN,trials_character_original.thisTrialN,trials_character_original.thisN,trials_character_original.thisIndex,trials_character_original.ran,original_character_options,correct_character_options,id,date,expName,psychopyVersion,OS,frameRate,edited_character_resp.keys,edited_character_resp.corr,edited_character_resp.rt,trials_character_edited.thisRepN,trials_character_edited.thisTrialN,trials_character_edited.thisN,trials_character_edited.thisIndex,trials_character_edited.ran,edited_character_options,seed_response.keys,seed_response.corr,seed_response.rt,trials_seeds.thisRepN,trials_seeds.thisTrialN,trials_seeds.thisN,trials_seeds.thisIndex,trials_seeds.ran,seed_options,correctSeednumber,tree_response.keys,tree_response.corr,tree_response.rt,trials_tree.thisRepN,trials_tree.thisTrialN,trials_tree.thisN,trials_tree.thisIndex,trials_tree.ran,tree_options,correctTreenumber,token_original_resp.keys,token_original_resp.corr,trials_tokens_original.thisRepN,trials_tokens_original.thisTrialN,trials_tokens_original.thisN,trials_tokens_original.thisIndex,trials_tokens_original.ran,original_token_options,correct_token_options,token_edited_resp.keys,token_edited_resp.corr,token_edited_resp.rt,trials_tokens_edited.thisRepN,trials_tokens_edited.thisTrialN,trials_tokens_edited.thisN,trials_tokens_edited.thisIndex,trials_tokens_edited.ran,edited_token_options,gaze_response.keys,gaze_response.corr,gaze_response.rt,key_resp_6.keys,trials_gaze.thisRepN,trials_gaze.thisTrialN,trials_gaze.thisN,trials_gaze.thisIndex,trials_gaze.ran,options,correctGazeanswer,landscapeA_resp.keys,landscapeA_resp.corr,trials_sight_color.thisRepN,trials_sight_color.thisTrialN,trials_sight_color.thisN,trials_sight_color.thisIndex,trials_sight_color.ran,landscape_options,correct_landscape_options,landscapeB_resp.keys,landscapeB_resp.corr,landscapeB_resp.rt,trials_sight_black.thisRepN,trials_sight_black.thisTrialN,trials_sight_black.thisN,trials_sight_black.thisIndex,trials_sight_black.ran
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,1,1,1.1727,0,2,2,10,1,gul_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,2,1,3.4146,0,3,3,13,1,gul_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,2,1,1.9892,0,4,4,12,1,gul_2_grey.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,2,1,1.6851,0,5,5,5,1,orange_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,1,1,1.2368,0,6,6,3,1,orange_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,0,1,8.2676,0,7,7,1,1,orange_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,0,1,1.2402,0,8,8,9,1,gul_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,1,1,3.1722,0,9,9,11,1,gul_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,2,0,1.0828,0,10,10,15,1,gul_3_original.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,3,1,2.8502,0,11,11,7,1,orange_3_original.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,1,1,1.332,0,12,12,2,1,orange_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,0,1,1.9459,0,13,13,8,1,gul_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,0,1,2.3655,0,14,14,0,1,orange_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,3,1,1.348,0,15,15,6,1,orange_3_grey.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,1,1,3.5057,0,0,0,13,1,original_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,2,1,3.2141,0,1,1,6,1,edited_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,2,0,5.0016,0,2,2,15,1,edited_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,4,1,4.2308,0,3,3,7,1,edited_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,2,1,3.4996,0,4,4,4,1,original_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,3,1,5.4781,0,5,5,8,1,original_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,2,1,4.5648,0,6,6,11,1,edited_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,4,1,4.0544,0,7,7,1,1,original_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,3,1,2.2979,0,8,8,2,1,edited_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,2,0,4.4954,0,9,9,14,1,edited_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,4,1,2.8725,0,10,10,3,1,edited_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,4,1,3.9221,0,11,11,5,1,original_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,3,1,3.964,0,12,12,10,1,edited_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,2,1,3.6148,0,13,13,9,1,original_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,2,0,2.6387,0,14,14,12,1,original_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,3,1,2.785,0,15,15,0,1,original_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,original_tokens_blues_m.png,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,3,1,original_tokens_blues_b.png,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,5,1,original_tokens_greens_h.png,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,4,1,original_tokens_blues_o.png,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,2,1,original_tokens_blues_d.png,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,7,1,original_tokens_greens_e.png,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,6,6,6,1,original_tokens_greens_a.png,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7,7,8,1,original_tokens_greens_n.png,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,8,8,9,1,original_tokens_greens_g.png,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9,9,0,1,original_tokens_blues_k.png,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,m,1,3.8296,0,0,0,1,1,edited_tokens_blues_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,1,3.6494,0,1,1,3,1,edited_tokens_blues_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,d,1,1.9823,0,2,2,2,1,edited_tokens_blues_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,k,1,2.0422,0,3,3,0,1,edited_tokens_blues_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,e,1,5.9491,0,4,4,7,1,edited_tokens_greens_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,n,1,3.7747,0,5,5,8,1,edited_tokens_greens_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,o,1,2.6189,0,6,6,4,1,edited_tokens_blues_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,g,1,2.7345,0,7,7,9,1,edited_tokens_greens_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,a,1,3.107,0,8,8,6,1,edited_tokens_greens_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,h,1,2.4535,0,9,9,5,1,edited_tokens_greens_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,2.3966,,0,0,0,0,1,gaze1_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,2.1081,,0,1,1,13,1,gaze7_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.1293,,0,2,2,6,1,gaze4_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.9724,,0,3,3,1,1,gaze1_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.9148,,0,4,4,7,1,gaze4_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,1.2899,,0,5,5,9,1,gaze5_plain.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,0.8807,,0,6,6,8,1,gaze5_cue.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.7351,,0,7,7,12,1,gaze7_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.9739,,0,8,8,11,1,gaze6_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.8517,,0,9,9,5,1,gaze3_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.7952,,0,10,10,10,1,gaze6_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.1025,,0,11,11,3,1,gaze2_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.1202,,0,12,12,4,1,gaze3_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,0.7198,,0,13,13,2,1,gaze2_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,1,landscape_color_d.png,d,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,4,1,landscape_color_e.png,e,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,5,1,landscape_color_f.png,f,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,3,1,1,landscape_color_b.png,b,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,4,2,1,landscape_color_c.png,c,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5,5,0,1,landscape_color_a.png,a,,,,,,,,
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_c.png,c,c,1,7.6227,0,0,0,2,1
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_a.png,a,a,1,3.7627,0,1,1,0,1
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_f.png,f,f,1,2.6299,0,2,2,5,1
,,,,,,,,Lou97,2024-03-18_19h14.20.378,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_b.png,b,b,1,3.0632,0,3,3,1,1
