original_character_resp.keys,original_character_resp.rt,trials_character_original.thisRepN,trials_character_original.thisTrialN,trials_character_original.thisN,trials_character_original.thisIndex,trials_character_original.ran,original_character_options,correct_character_options,id,date,expName,psychopyVersion,OS,frameRate,edited_character_resp.keys,edited_character_resp.corr,trials_character_edited.thisRepN,trials_character_edited.thisTrialN,trials_character_edited.thisN,trials_character_edited.thisIndex,trials_character_edited.ran,edited_character_options,seed_response.keys,seed_response.corr,seed_response.rt,trials_seeds.thisRepN,trials_seeds.thisTrialN,trials_seeds.thisN,trials_seeds.thisIndex,trials_seeds.ran,seed_options,correctSeednumber,tree_response.keys,tree_response.corr,tree_response.rt,trials_tree.thisRepN,trials_tree.thisTrialN,trials_tree.thisN,trials_tree.thisIndex,trials_tree.ran,tree_options,correctTreenumber,token_original_resp.keys,token_original_resp.corr,token_original_resp.rt,trials_tokens_original.thisRepN,trials_tokens_original.thisTrialN,trials_tokens_original.thisN,trials_tokens_original.thisIndex,trials_tokens_original.ran,original_token_options,correct_token_options,token_edited_resp.keys,token_edited_resp.corr,trials_tokens_edited.thisRepN,trials_tokens_edited.thisTrialN,trials_tokens_edited.thisN,trials_tokens_edited.thisIndex,trials_tokens_edited.ran,edited_token_options,gaze_response.keys,gaze_response.corr,gaze_response.rt,key_resp_6.keys,trials_gaze.thisRepN,trials_gaze.thisTrialN,trials_gaze.thisN,trials_gaze.thisIndex,trials_gaze.ran,options,correctGazeanswer,landscapeA_resp.keys,landscapeA_resp.corr,landscapeA_resp.rt,trials_sight_color.thisRepN,trials_sight_color.thisTrialN,trials_sight_color.thisN,trials_sight_color.thisIndex,trials_sight_color.ran,landscape_options,correct_landscape_options,landscapeB_resp.keys,landscapeB_resp.corr,trials_sight_black.thisRepN,trials_sight_black.thisTrialN,trials_sight_black.thisN,trials_sight_black.thisIndex,trials_sight_black.ran
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,2,1,1.4598,0,2,2,13,1,gul_2_original.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,0,1,1.8973,0,3,3,9,1,gul_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,2,1,1.2744,0,4,4,4,1,orange_2_grey.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,3,1,0.9488,0,5,5,6,1,orange_3_grey.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,1,1,0.9419,0,6,6,11,1,gul_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,1,1,1.0084,0,7,7,2,1,orange_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,1,1,1.2298,0,8,8,3,1,orange_1_original.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,3,1,1.1958,0,9,9,14,1,gul_3_grey.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,1,1,0.7138,0,10,10,10,1,gul_1_grey.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,2,1,0.9911,0,11,11,12,1,gul_2_grey.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,3,1,0.8944,0,12,12,15,1,gul_3_original.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,0,1,0.993,0,13,13,0,1,orange_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,4,0,2.4422,0,14,14,1,1,orange_0_original.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,0,1,1.4764,0,15,15,8,1,gul_0_grey.png,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,2,1,4.4046,0,0,0,9,1,original_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,2,1,2.493,0,1,1,4,1,original_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,0,3.3912,0,2,2,15,1,edited_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,2.4082,0,3,3,0,1,original_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,4,1,2.9324,0,4,4,5,1,original_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,3.126,0,5,5,10,1,edited_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,2,1,2.5927,0,6,6,6,1,edited_blue1.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,3.2099,0,7,7,14,1,edited_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,1,1,2.3625,0,8,8,13,1,original_orange2.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,2.4131,0,9,9,8,1,original_green1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,2.1144,0,10,10,12,1,original_orange1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,2,1,2.8259,0,11,11,11,1,edited_green2.png,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,3,1,3.243,0,12,12,2,1,edited_gulpink1.png,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,4,1,2.2477,0,13,13,3,1,edited_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,4,1,2.2761,0,14,14,7,1,edited_blue2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,4,1,2.9922,0,15,15,1,1,original_gulpink2.png,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,2.8884,0,0,0,7,1,original_tokens_greens_e.png,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,1,2.3581,0,1,1,8,1,original_tokens_greens_n.png,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,1,2.4468,0,2,2,1,1,original_tokens_blues_m.png,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,1,1.9981,0,3,3,9,1,original_tokens_greens_g.png,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,1,2.2756,0,4,4,5,1,original_tokens_greens_h.png,h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,1,2.7446,0,5,5,2,1,original_tokens_blues_d.png,d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1,2.9428,0,6,6,3,1,original_tokens_blues_b.png,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,1,2.1101,0,7,7,4,1,original_tokens_blues_o.png,o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,2.3083,0,8,8,6,1,original_tokens_greens_a.png,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,3.1083,0,9,9,0,1,original_tokens_blues_k.png,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,m,,0,0,0,0,1,1,edited_tokens_blues_m.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,0,0,1,1,9,1,edited_tokens_greens_g.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,o,,0,0,2,2,4,1,edited_tokens_blues_o.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,0,0,3,3,6,1,edited_tokens_greens_a.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,0,0,4,4,0,1,edited_tokens_blues_k.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,,0,0,5,5,2,1,edited_tokens_blues_d.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,,0,0,6,6,5,1,edited_tokens_greens_h.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,,0,0,7,7,3,1,edited_tokens_blues_b.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,,0,0,8,8,7,1,edited_tokens_greens_e.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,,0,0,9,9,8,1,edited_tokens_greens_n.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.1584,,0,0,0,1,1,gaze1_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,1.6113,,0,1,1,5,1,gaze3_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.1651,,0,2,2,6,1,gaze4_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.8254,,0,3,3,10,1,gaze6_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.2246,,0,4,4,7,1,gaze4_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,1.3582,,0,5,5,9,1,gaze5_plain.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,0,0.983,,0,6,6,4,1,gaze3_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,0,2.3093,,0,7,7,12,1,gaze7_cue.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1,1.0242,,0,8,8,0,1,gaze1_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,1,1.2606,,0,9,9,8,1,gaze5_cue.png,up,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,2.7423,,0,10,10,2,1,gaze2_cue.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0,0.9138,,0,11,11,3,1,gaze2_plain.png,left,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1,0.9916,,0,12,12,11,1,gaze6_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,up,0,1.0123,,0,13,13,13,1,gaze7_plain.png,right,,,,,,,,,,,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d,1,3.8387,0,0,0,3,1,landscape_color_d.png,d,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c,1,1.4819,0,1,1,2,1,landscape_color_c.png,c,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,1,1.1605,0,2,2,4,1,landscape_color_e.png,e,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,1.2452,0,3,3,0,1,landscape_color_a.png,a,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,1,1.2767,0,4,4,1,1,landscape_color_b.png,b,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,1,1.1425,0,5,5,5,1,landscape_color_f.png,f,,,,,,,
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_d.png,d,,0,0,0,0,3,1
,,,,,,,,,jyd78nhg79,2024-03-18_12h41.11.458,board game,2021.1.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,landscape_black_b.png,b,,0,0,1,1,1,1
